column,method,seed,mae,rmse,mse,r2,mape,median_absolute_error,bias,percentage_bias,variance_distortion,std_distortion,ks_statistic,wasserstein_distance,correlation_preservation,distribution_similarity,runtime_seconds
holiday_flag,time_interpolation,11,0.06851851851851852,0.2329030424028287,0.05424382716049382,-0.4512799339388931,100.0,0.0,-0.00925925925925926,-23.809523809523814,0.6126707233188522,0.3776422756353529,0.03888888888888886,0.02685185185185184,-0.04953504413674068,0.9611111111111111,0.1340561000033631
holiday_flag,time_interpolation,29,0.05648148148148148,0.19889095798634054,0.039557613168724276,-0.8205492424242422,100.0,0.0,0.012037037037037037,54.166666666666664,0.25619464219324883,0.13755854923620406,0.04629629629629639,0.033024691358024695,-0.04062638586767023,0.9537037037037036,0.07766049999918323
holiday_flag,polynomial_interpolation,11,0.10364155463890475,0.2855960049170392,0.08156507802457345,-1.1822531197326005,99.99999840250113,2.103351078067366e-08,-0.012018566206258005,-30.904884530377725,0.1224733832874886,0.059468456131220655,0.4722222222222222,0.04260226784863771,-0.026388274524211674,0.5277777777777778,0.04309110000031069
holiday_flag,polynomial_interpolation,29,0.08304643221249615,0.24248652850333113,0.05879971650559682,-1.7061233164507628,100.00001833755302,8.705865337120279e-08,0.013335699605695169,60.01064822562825,0.6252058182968058,0.27483569862758683,0.5055555555555555,0.04902512785623332,-0.028526219861393424,0.49444444444444446,0.04249089999939315
holiday_flag,knn,11,0.06143376919866078,0.20678516553199222,0.04276010468409343,-0.1440358313498158,98.20138001400194,0.0,-0.014945081923340736,-38.430210660019036,0.8743370868735896,0.6455106449104043,0.07592592592592595,0.04331392932864757,-0.01748618639026231,0.924074074074074,2.571668199998385
holiday_flag,knn,29,0.0519055257249154,0.16887216596333973,0.02851780843714976,-0.31246732011882417,100.0,0.0,0.00746108128047096,33.57486576211932,0.7508101633455171,0.5008111329054855,0.12407407407407411,0.03963120430520422,-0.060814509505625065,0.8759259259259259,2.4678218999979435
holiday_flag,iterative,11,0.06475442048137713,0.1911282874842227,0.03653002227665168,0.02264845436538865,95.42883878651593,0.028523762977021763,-0.012323762092555014,-31.689673952284323,0.986869173468477,0.8854112876719444,0.8425925925925926,0.06262422544059441,0.17384964169083647,0.15740740740740744,2.7556259000048158
holiday_flag,iterative,29,0.0529366472642815,0.14957083854401038,0.02237143574275842,-0.029594485888313482,96.97730831578029,0.03071428922252503,0.005599760486526901,25.198922189371057,0.9669290349213983,0.8181469267284281,0.825925925925926,0.050491089345252066,0.01352516311014346,0.17407407407407405,3.3205549999984214
holiday_flag,department_mean,11,0.06348501760661386,0.193968944784827,0.03762395154093927,-0.006619347585823165,97.45983446593104,0.0273972602739726,-0.012317075866888058,-31.67248080056929,0.99987436752063,0.9888032991096516,0.9611111111111111,0.06318427914666204,-0.10873833956802482,0.03888888888888886,0.016279299998132046
holiday_flag,department_mean,29,0.04942900605786562,0.14761496558848883,0.02179017806569074,-0.0028434223414486315,97.20415299057427,0.02875,0.006227160284277059,28.022221279246764,0.9999449039485458,0.9926083259660966,0.9777777777777779,0.04934490489455901,-0.06792427319479284,0.022222222222222143,0.015906499997072387
holiday_flag,hospital_median,11,0.03888888888888889,0.19720265943665388,0.03888888888888889,-0.04046242774566444,100.0,0.0,-0.03888888888888889,-100.0,0.9999997324525901,0.9999999482750105,0.03888888888888886,0.03888888888888886,0.0,0.9611111111111111,0.01628000000346219
holiday_flag,hospital_median,29,0.022222222222222223,0.14907119849998599,0.022222222222222223,-0.022727272727272707,100.0,0.0,-0.022222222222222223,-100.0,0.999999539772939,0.9999999321599521,0.022222222222222143,0.022222222222222254,0.0,0.9777777777777779,0.01677390000259038
holiday_flag,seasonal,11,0.03888888888888889,0.19720265943665388,0.03888888888888889,-0.04046242774566444,100.0,0.0,-0.03888888888888889,-100.0,0.9999997324525901,0.9999999482750105,0.03888888888888886,0.03888888888888886,0.0,0.9611111111111111,0.015046200001961552
holiday_flag,seasonal,29,0.022222222222222223,0.14907119849998599,0.022222222222222223,-0.022727272727272707,100.0,0.0,-0.022222222222222223,-100.0,0.999999539772939,0.9999999321599521,0.022222222222222143,0.022222222222222254,0.0,0.9777777777777779,0.05182499999500578
holiday_flag,rolling_median,11,0.03888888888888889,0.19720265943665388,0.03888888888888889,-0.04046242774566444,100.0,0.0,-0.03888888888888889,-100.0,0.9999997324525901,0.9999999482750105,0.03888888888888886,0.03888888888888886,0.0,0.9611111111111111,0.03892159999668365
holiday_flag,rolling_median,29,0.022222222222222223,0.14907119849998599,0.022222222222222223,-0.022727272727272707,100.0,0.0,-0.022222222222222223,-100.0,0.999999539772939,0.9999999321599521,0.022222222222222143,0.022222222222222254,0.0,0.9777777777777779,0.02881869999691844
holiday_flag,hybrid,11,0.03888888888888889,0.19720265943665388,0.03888888888888889,-0.04046242774566444,100.0,0.0,-0.03888888888888889,-100.0,0.9999997324525901,0.9999999482750105,0.03888888888888886,0.03888888888888886,0.0,0.9611111111111111,0.0297770999968634
holiday_flag,hybrid,29,0.022222222222222223,0.14907119849998599,0.022222222222222223,-0.022727272727272707,100.0,0.0,-0.022222222222222223,-100.0,0.999999539772939,0.9999999321599521,0.022222222222222143,0.022222222222222254,0.0,0.9777777777777779,0.02828630000294652
disease_outbreak_flag,mean,11,0.14730300259106843,0.26500739621650277,0.07022892004945047,-0.0009654961835749987,91.5843621399177,0.08415637860082305,0.008230452674897117,10.840108401084008,0.99999985747106,0.9999999622469936,0.9240740740740742,0.14730300259106846,0.0,0.07592592592592584,0.0037647999997716397
